
CreateMeshBuilder ;Platform Mesh
AddVertex,6.5491,1.1000,-0.1092,
AddVertex,2.5496,1.1000,-0.0583,
AddVertex,1.5498,1.1000,-0.0258,
AddVertex,1.5498,0.9960,-0.0258,
AddVertex,1.7997,0.9960,-0.0300,
AddVertex,1.7997,-0.2000,-0.0300,
AddVertex,6.5693,1.1000,1.1666,
AddVertex,2.5697,1.1000,1.2123,
AddVertex,1.5698,1.1000,1.2415,
AddVertex,1.5698,0.9960,1.2415,
AddVertex,1.8198,0.9960,1.2377,
AddVertex,1.8198,-0.2000,1.2377,
AddVertex,6.5873,1.1000,2.4424,
AddVertex,2.5877,1.1000,2.4830,
AddVertex,1.5878,1.1000,2.5089,
AddVertex,1.5878,0.9960,2.5089,
AddVertex,1.8377,0.9960,2.5056,
AddVertex,1.8377,-0.2000,2.5056,
AddVertex,6.6032,1.1000,3.7183,
AddVertex,2.6035,1.1000,3.7538,
AddVertex,1.6035,1.1000,3.7764,
AddVertex,1.6035,0.9960,3.7764,
AddVertex,1.8535,0.9960,3.7735,
AddVertex,1.8535,-0.2000,3.7735,
AddVertex,6.6169,1.1000,4.9944,
AddVertex,2.6171,1.1000,5.0246,
AddVertex,1.6172,1.1000,5.0440,
AddVertex,1.6172,0.9960,5.0440,
AddVertex,1.8672,0.9960,5.0415,
AddVertex,1.8672,-0.2000,5.0415,
AddVertex,6.6285,1.1000,6.2704,
AddVertex,2.6287,1.1000,6.2955,
AddVertex,1.6287,1.1000,6.3116,
AddVertex,1.6287,0.9960,6.3116,
AddVertex,1.8787,0.9960,6.3095,
AddVertex,1.8787,-0.2000,6.3095,
AddVertex,6.6380,1.1000,7.5465,
AddVertex,2.6380,1.1000,7.5665,
AddVertex,1.6381,1.1000,7.5793,
AddVertex,1.6381,0.9960,7.5793,
AddVertex,1.8881,0.9960,7.5776,
AddVertex,1.8881,-0.2000,7.5776,
AddVertex,6.6452,1.1000,8.8227,
AddVertex,2.6453,1.1000,8.8375,
AddVertex,1.6453,1.1000,8.8470,
AddVertex,1.6453,0.9960,8.8470,
AddVertex,1.8953,0.9960,8.8458,
AddVertex,1.8953,-0.2000,8.8458,
AddVertex,6.6504,1.1000,10.0989,
AddVertex,2.6504,1.1000,10.1086,
AddVertex,1.6504,1.1000,10.1148,
AddVertex,1.6504,0.9960,10.1148,
AddVertex,1.9004,0.9960,10.1140,
AddVertex,1.9004,-0.2000,10.1140,
AddVertex,6.6533,1.1000,11.3751,
AddVertex,2.6533,1.1000,11.3796,
AddVertex,1.6533,1.1000,11.3825,
AddVertex,1.6533,0.9960,11.3825,
AddVertex,1.9033,0.9960,11.3822,
AddVertex,1.9033,-0.2000,11.3822,
AddVertex,6.6542,1.1000,12.6513,
AddVertex,2.6542,1.1000,12.6507,
AddVertex,1.6542,1.1000,12.6503,
AddVertex,1.6542,0.9960,12.6503,
AddVertex,1.9042,0.9960,12.6504,
AddVertex,1.9042,-0.2000,12.6504,
AddVertex,6.6528,1.1000,13.9276,
AddVertex,2.6528,1.1000,13.9218,
AddVertex,1.6528,1.1000,13.9181,
AddVertex,1.6528,0.9960,13.9181,
AddVertex,1.9028,0.9960,13.9186,
AddVertex,1.9028,-0.2000,13.9186,
AddVertex,6.6493,1.1000,15.2038,
AddVertex,2.6494,1.1000,15.1929,
AddVertex,1.6494,1.1000,15.1859,
AddVertex,1.6494,0.9960,15.1859,
AddVertex,1.8994,0.9960,15.1868,
AddVertex,1.8994,-0.2000,15.1868,
AddVertex,6.6437,1.1000,16.4800,
AddVertex,2.6438,1.1000,16.4639,
AddVertex,1.6438,1.1000,16.4536,
AddVertex,1.6438,0.9960,16.4536,
AddVertex,1.8938,0.9960,16.4550,
AddVertex,1.8938,-0.2000,16.4550,
AddVertex,6.6359,1.1000,17.7561,
AddVertex,2.6360,1.1000,17.7349,
AddVertex,1.6360,1.1000,17.7214,
AddVertex,1.6360,0.9960,17.7214,
AddVertex,1.8860,0.9960,17.7231,
AddVertex,1.8860,-0.2000,17.7231,
AddVertex,6.6260,1.1000,19.0322,
AddVertex,2.6261,1.1000,19.0059,
AddVertex,1.6262,1.1000,18.9890,
AddVertex,1.6262,0.9960,18.9890,
AddVertex,1.8762,0.9960,18.9912,
AddVertex,1.8762,-0.2000,18.9912,
AddVertex,6.6139,1.1000,20.3083,
AddVertex,2.6141,1.1000,20.2768,
AddVertex,1.6141,1.1000,20.2567,
AddVertex,1.6141,0.9960,20.2567,
AddVertex,1.8641,0.9960,20.2592,
AddVertex,1.8641,-0.2000,20.2592,
AddVertex,6.5996,1.1000,21.5843,
AddVertex,2.5999,1.1000,21.5476,
AddVertex,1.6000,1.1000,21.5242,
AddVertex,1.6000,0.9960,21.5242,
